id,lang,label,HuggingFaceTB/SmolLM3-3B,microsoft/Phi-3.5-mini-instruct,tiiuae/Falcon3-3B-Instruct,Qwen/Qwen2.5-Omni-7B,google/gemma-3n-E4B-it,meta-llama/Llama-3.1-8B-Instruct,Qwen/Qwen2.5-7B-Instruct
en_1850,en,0,0,0,0,0,0,0,0
en_1522,en,0,0,0,1,0,0,0,0
en_1783,en,0,0,0,1,0,0,0,0
en_1353,en,0,0,0,0,0,0,0,0
en_1545,en,0,0,0,1,0,0,0,0
en_1129,en,0,0,1,0,0,0,0,1
en_1171,en,0,0,0,0,0,1,0,0
en_1415,en,0,0,0,0,0,0,0,0
en_524,en,0,0,0,0,0,0,0,0
en_1379,en,0,0,0,1,1,1,0,0
en_1788,en,0,0,0,0,0,0,0,0
en_1320,en,0,0,0,1,0,0,0,0
en_1163,en,0,0,0,0,0,0,0,0
en_798,en,0,0,0,0,0,0,0,0
en_1669,en,0,0,0,0,0,0,0,0
en_1087,en,0,0,0,1,0,0,0,0
en_1030,en,0,0,0,0,0,0,0,0
en_685,en,0,1,1,1,1,1,0,1
en_1720,en,0,0,0,1,0,0,0,0
en_1686,en,0,0,0,0,0,0,0,0
en_1057,en,0,0,0,1,0,0,0,0
en_1785,en,0,1,0,1,0,1,1,0
en_404,en,0,1,1,1,1,1,1,1
en_1524,en,0,0,0,0,0,0,0,0
en_1769,en,0,0,0,0,0,0,0,0
en_115,en,0,0,0,1,1,0,0,0
en_378,en,0,0,0,0,0,0,0,0
en_894,en,0,0,0,0,0,0,0,0
en_280,en,0,0,0,0,0,0,0,0
en_160,en,0,0,0,1,0,0,0,0
en_1064,en,0,0,0,1,1,1,0,1
en_1895,en,0,0,0,1,1,1,0,1
en_306,en,0,0,0,1,0,0,0,0
en_356,en,0,1,1,1,1,1,0,1
en_244,en,0,0,0,0,0,0,0,0
en_1157,en,0,0,0,1,1,0,0,1
en_317,en,1,0,0,0,0,0,0,0
en_609,en,0,0,0,1,0,0,0,0
en_1113,en,0,0,0,1,0,1,0,0
en_125,en,0,0,0,0,0,0,0,0
en_1168,en,0,0,0,0,0,0,0,1
en_1336,en,0,0,0,0,0,0,0,0
en_664,en,0,0,0,1,0,0,0,0
en_273,en,1,1,1,1,1,1,1,1
en_1745,en,0,0,0,0,0,0,0,0
en_532,en,0,0,0,0,0,0,0,0
en_1173,en,0,0,0,0,0,0,0,0
en_1479,en,0,0,0,1,0,1,0,0
en_242,en,1,0,0,1,0,0,0,0
en_1190,en,1,1,1,1,1,1,0,1
en_775,en,0,0,0,1,0,0,0,0
en_1519,en,0,0,0,0,0,0,0,0
en_1231,en,0,0,0,1,1,1,1,1
en_1766,en,0,0,1,1,1,0,0,1
en_252,en,0,0,0,0,0,0,0,0
en_1382,en,0,0,0,0,0,0,0,0
en_305,en,0,0,0,1,0,0,0,0
en_1174,en,0,0,0,1,0,0,0,0
en_335,en,0,0,0,0,0,0,0,0
en_1829,en,0,0,0,1,0,0,0,0
en_1713,en,0,0,0,0,0,0,0,0
en_502,en,0,0,0,1,0,1,0,0
en_913,en,1,1,0,1,1,1,0,1
en_1715,en,0,0,1,1,1,1,1,1
en_275,en,0,0,0,1,1,0,0,1
en_1074,en,0,0,0,0,0,0,0,0
en_920,en,0,0,0,0,0,0,0,0
en_555,en,0,0,0,0,0,0,0,0
en_1246,en,1,1,1,0,0,0,0,0
en_1602,en,0,0,0,0,0,0,0,0
en_1890,en,0,0,1,1,1,1,0,1
en_779,en,0,0,0,1,0,0,0,0
en_878,en,0,1,1,1,0,1,0,1
en_1286,en,0,0,0,0,0,0,0,0
en_1634,en,0,0,1,1,1,0,0,1
en_1102,en,0,0,0,1,0,0,0,0
en_463,en,1,1,1,1,1,1,1,1
en_891,en,0,0,0,1,0,0,0,0
en_875,en,0,0,0,0,0,0,0,0
en_1012,en,0,0,0,1,1,0,0,0
en_1403,en,0,1,0,1,1,1,1,1
en_1324,en,0,0,0,1,0,0,0,0
en_270,en,1,1,1,0,0,1,1,1
en_935,en,0,0,0,0,0,0,0,0
en_484,en,0,1,0,1,1,1,1,1
en_833,en,1,1,0,1,0,1,1,1
en_1804,en,1,0,1,1,1,0,0,1
en_1898,en,0,0,1,1,0,0,1,0
en_169,en,0,0,0,0,0,0,0,0
en_528,en,0,0,0,1,0,0,0,0
en_245,en,0,1,1,1,1,1,1,1
en_1593,en,0,0,0,1,0,0,0,0
en_1533,en,1,0,0,0,0,0,0,0
en_1192,en,0,0,0,0,0,0,0,0
en_506,en,0,1,0,1,0,0,0,0
en_416,en,0,0,1,0,0,0,0,1
en_1332,en,0,0,0,1,0,0,0,0
en_1704,en,0,0,0,1,0,0,0,0
en_815,en,1,0,0,1,0,0,0,0
en_1363,en,0,1,0,1,0,0,0,1
en_254,en,0,0,0,1,0,0,0,0
en_666,en,0,1,0,1,1,1,1,1
en_700,en,0,0,0,0,0,0,0,0
en_593,en,0,1,1,1,1,1,1,1
en_582,en,0,0,0,0,0,0,0,0
en_353,en,0,0,1,1,1,0,0,0
en_1674,en,0,0,0,1,0,1,1,0
en_1707,en,0,1,1,1,1,1,1,1
en_381,en,0,0,0,0,0,0,0,0
en_337,en,0,1,1,1,0,0,0,1
en_1855,en,0,0,0,1,0,0,0,0
en_1833,en,0,0,0,0,0,0,0,1
en_1322,en,0,0,0,1,0,1,0,1
en_962,en,0,0,0,0,0,0,0,0
en_1471,en,0,0,1,0,0,0,0,0
en_1509,en,0,0,0,0,0,0,0,1
en_439,en,0,0,0,0,0,0,0,0
en_1239,en,1,0,0,1,0,0,0,0
en_742,en,0,0,0,0,0,0,0,0
en_668,en,0,0,0,0,0,0,0,0
en_529,en,0,0,0,1,0,0,0,0
en_166,en,0,0,0,0,0,0,0,0
en_812,en,0,0,0,1,0,0,0,0
en_800,en,0,0,1,1,1,1,1,0
en_162,en,0,0,1,1,0,1,1,1
en_1388,en,0,0,0,0,0,1,0,0
en_1802,en,0,0,0,1,0,0,0,0
en_1577,en,1,0,1,1,0,0,0,0
en_288,en,0,0,0,1,0,0,0,0
en_413,en,0,1,0,1,1,0,0,1
en_412,en,0,0,0,1,0,1,0,1
en_430,en,0,1,0,1,0,1,0,1
en_1550,en,1,0,0,1,1,1,0,1
en_824,en,1,0,0,0,0,0,0,1
en_272,en,0,1,0,1,1,1,1,1
en_751,en,1,0,0,1,1,1,0,1
en_868,en,0,0,0,1,0,0,0,0
en_769,en,0,0,0,0,0,0,0,0
en_1109,en,0,0,0,1,0,1,0,0
en_1092,en,0,0,0,1,0,0,0,1
en_1884,en,0,1,1,1,1,1,0,1
en_981,en,0,0,0,1,0,1,0,0
en_1321,en,0,0,0,1,0,0,0,0
en_976,en,0,0,0,0,0,0,0,0
en_584,en,0,0,0,1,1,1,0,1
en_1058,en,0,0,0,0,0,0,0,0
en_1036,en,0,0,1,1,0,0,0,0
en_656,en,0,0,0,1,0,0,0,0
en_422,en,0,0,0,1,0,0,0,0
en_642,en,0,1,1,1,1,0,0,0
en_341,en,0,1,0,0,1,0,0,0
en_482,en,0,0,0,1,0,0,0,0
en_1154,en,0,0,0,1,0,0,0,0
en_1028,en,0,1,0,1,1,1,1,1
en_421,en,0,1,1,1,1,1,1,1
en_1548,en,1,0,0,0,0,0,0,0
en_1888,en,0,0,0,0,0,0,0,0
en_1454,en,0,0,0,0,0,0,0,0
en_721,en,0,0,1,1,0,0,0,0
en_1252,en,0,0,1,1,0,1,0,1
en_1303,en,0,0,0,0,0,0,0,0
en_1340,en,0,0,0,0,0,0,0,0
en_403,en,0,0,0,1,0,1,0,0
en_198,en,0,1,1,1,1,1,1,1
en_695,en,0,1,0,1,0,1,1,1
en_543,en,0,0,0,1,1,0,0,0
en_287,en,0,0,0,0,0,0,0,0
en_1037,en,0,0,0,0,0,0,0,0
en_429,en,0,0,0,0,0,1,0,0
en_1238,en,0,0,0,0,0,0,0,0
en_1651,en,0,0,1,1,1,1,0,1
en_728,en,0,0,0,1,0,0,0,0
en_205,en,1,0,1,0,0,0,0,1
en_132,en,0,0,0,1,0,0,0,0
en_1668,en,0,1,1,1,1,1,0,1
en_804,en,0,0,0,1,0,0,1,0
en_1016,en,0,1,1,1,1,1,1,1
en_500,en,1,0,1,0,0,0,0,0
en_672,en,0,0,0,1,0,0,0,0
en_634,en,0,0,0,1,0,0,0,0
en_1806,en,0,0,0,1,0,0,0,0
en_1369,en,0,0,0,0,0,0,0,0
en_1734,en,0,0,0,0,0,0,0,0
en_660,en,0,0,0,0,0,0,0,0
en_1198,en,0,0,0,1,0,1,1,1
en_107,en,0,0,1,1,1,0,0,1
en_1662,en,0,0,1,0,0,0,0,0
en_1344,en,0,0,0,0,0,0,0,0
en_1059,en,0,0,0,1,0,1,0,0
en_1397,en,0,0,0,0,0,0,0,0
en_366,en,0,0,0,1,0,1,1,1
en_784,en,0,0,0,1,0,0,0,0
en_1288,en,0,0,0,0,0,0,0,0
en_871,en,0,0,0,1,1,0,0,0
en_1876,en,0,0,0,0,0,0,0,0
en_1791,en,0,0,0,0,0,0,0,0
en_948,en,0,1,0,1,1,1,0,1
en_571,en,0,0,0,0,0,0,0,0
en_297,en,0,0,0,0,1,0,0,1
en_930,en,0,0,0,1,0,0,0,0
en_1446,en,1,1,1,1,1,1,1,1
en_395,en,0,0,0,1,0,0,0,0
en_1221,en,0,0,0,1,0,0,0,0
en_1447,en,0,0,0,1,0,0,1,0
en_1294,en,1,1,1,0,0,0,0,0
en_1482,en,0,0,0,0,0,0,0,0
en_1125,en,0,1,0,1,0,0,0,0
en_790,en,0,0,0,1,0,0,0,0
en_1357,en,0,0,0,0,0,0,0,0
en_1808,en,0,0,0,0,1,0,1,1
en_681,en,0,0,0,0,0,0,0,0
en_1796,en,0,0,0,0,0,0,0,0
en_158,en,0,0,1,1,0,1,0,0
en_1597,en,0,1,0,0,0,0,0,0
en_330,en,0,0,0,0,0,0,0,0
en_119,en,0,0,0,1,0,0,0,0
en_1677,en,0,0,0,1,0,0,0,0
en_1644,en,0,0,0,1,0,0,0,0
en_934,en,0,0,0,0,0,1,0,0
en_1067,en,0,0,1,1,1,1,0,1
en_321,en,0,0,0,1,0,0,0,0
en_1166,en,0,0,0,0,0,0,0,0
en_1567,en,0,0,0,1,0,0,0,0
en_693,en,0,0,0,1,0,0,0,0
en_644,en,0,0,0,1,0,0,0,0
en_1857,en,0,0,0,0,0,0,0,0
en_1576,en,0,0,1,1,1,0,1,1
en_579,en,0,1,0,1,0,1,1,1
en_230,en,0,0,0,0,1,0,0,0
en_607,en,0,1,1,1,0,1,1,1
en_441,en,0,1,1,1,1,1,1,1
en_873,en,1,1,1,1,0,1,0,1
en_1835,en,0,1,0,1,1,1,1,1
en_1292,en,1,1,1,1,0,0,0,1
en_1742,en,0,0,0,1,0,0,0,0
en_1747,en,0,0,0,1,0,0,0,0
en_1366,en,0,0,0,1,0,0,0,0
en_127,en,0,0,0,0,0,0,0,0
en_1503,en,0,0,0,1,0,0,0,0
en_520,en,0,0,0,0,0,0,0,0
en_453,en,0,0,0,0,0,1,0,0
en_216,en,0,0,1,1,0,0,1,1
en_188,en,0,0,0,0,0,0,0,0
en_1412,en,0,0,0,1,0,0,0,0
en_1368,en,0,1,1,1,1,0,1,1
en_143,en,0,0,0,0,0,0,0,0
en_1537,en,0,0,0,1,0,0,0,0
en_350,en,0,0,0,0,0,0,0,0
en_1068,en,0,0,0,1,0,0,0,0
en_316,en,0,0,0,0,0,0,0,0
en_1746,en,0,1,1,1,1,0,1,1
en_1268,en,0,0,0,0,0,0,0,0
en_564,en,0,0,1,1,1,1,1,1
en_715,en,0,0,0,1,0,0,0,0
en_377,en,0,0,0,0,0,0,0,1
en_1425,en,0,0,0,1,0,1,0,1
en_748,en,0,0,0,1,0,0,0,0
en_1144,en,0,0,0,0,0,0,0,0
en_718,en,0,0,1,1,1,0,0,1
en_857,en,1,0,0,0,0,0,0,0
en_1834,en,0,0,0,0,0,0,0,0
en_495,en,0,0,1,1,0,0,0,0
en_1625,en,0,0,0,0,0,0,0,0
en_1573,en,0,1,1,1,1,1,1,1
en_914,en,0,0,0,0,0,0,0,0
en_1407,en,0,0,0,1,0,0,0,0
en_1114,en,0,1,0,0,0,0,0,0
en_655,en,0,0,0,0,0,0,0,0
en_241,en,0,0,1,0,0,0,0,0
en_1241,en,0,0,0,0,0,0,0,0
en_606,en,0,0,0,0,0,0,0,0
en_1039,en,0,1,1,0,1,0,0,1
en_764,en,0,0,0,1,0,1,0,1
en_1070,en,0,0,0,0,0,0,0,0
en_1764,en,0,1,1,1,1,1,0,1
en_1838,en,0,1,0,1,1,0,0,0
en_1299,en,0,0,0,0,0,0,0,0
en_1255,en,0,1,0,1,1,1,0,0
en_1041,en,0,0,0,0,0,0,0,0
en_1389,en,0,0,0,1,0,0,0,0
en_1466,en,1,0,0,1,1,0,1,1
en_120,en,0,1,1,1,1,0,1,1
en_1408,en,1,0,0,1,0,0,0,1
en_507,en,0,1,0,1,1,1,1,1
en_1455,en,0,0,0,1,0,0,0,0
en_1643,en,0,0,1,1,0,0,0,1
en_283,en,0,0,0,1,0,0,0,0
en_148,en,0,0,0,0,1,1,0,0
en_741,en,0,0,0,0,0,0,0,0
en_1210,en,0,0,0,1,0,0,0,0
en_931,en,0,0,0,1,1,0,0,0
en_1183,en,0,0,1,1,0,0,0,1
en_1485,en,0,0,0,0,0,0,0,0
en_544,en,0,0,0,1,0,1,0,0
en_1197,en,0,0,1,1,0,0,0,1
en_111,en,0,0,0,1,0,0,0,0
en_197,en,0,0,0,0,0,0,0,0
en_1429,en,0,0,0,0,0,0,0,0
en_1001,en,0,0,0,0,0,0,0,0
en_1513,en,0,0,0,0,0,0,0,0
en_1245,en,0,0,0,1,0,0,0,0
en_1574,en,0,1,1,1,1,1,1,1
en_1301,en,0,0,0,1,1,1,0,1
en_1155,en,0,1,1,1,1,0,0,0
en_1265,en,0,1,0,0,0,0,0,0
en_1033,en,0,0,0,0,0,0,0,0
en_944,en,1,0,0,1,0,1,0,0
en_575,en,0,1,1,1,1,1,1,1
en_218,en,0,0,0,1,1,1,0,0
en_361,en,0,0,0,1,0,0,0,0
en_592,en,0,0,0,1,0,0,0,0
en_1280,en,0,0,0,1,0,0,0,0
en_165,en,0,0,1,1,0,0,0,1
en_1878,en,0,0,0,1,0,0,0,0
en_945,en,0,0,0,0,0,0,0,0
en_851,en,1,0,0,0,0,0,0,0
en_1007,en,0,0,0,0,0,0,0,0
en_359,en,0,0,0,0,0,0,0,0
en_1549,en,0,0,1,1,1,1,0,1
en_1214,en,0,0,0,0,0,0,0,0
en_733,en,0,0,0,1,0,0,0,0
en_1270,en,0,0,0,0,0,0,0,0
en_1660,en,0,0,0,0,0,0,0,0
en_1563,en,0,0,0,1,1,1,0,0
en_262,en,0,0,0,1,0,0,0,0
en_825,en,0,0,0,1,0,0,0,0
en_1119,en,0,0,0,1,1,1,1,1
en_1645,en,0,0,0,0,0,0,0,0
en_619,en,0,0,1,1,0,0,0,0
en_1478,en,0,0,0,0,0,0,0,0
en_590,en,0,0,0,1,1,1,0,0
en_669,en,0,0,0,1,0,1,0,0
en_1448,en,0,0,0,0,0,0,0,0
en_383,en,0,0,0,1,0,0,0,0
en_327,en,0,0,0,1,0,0,0,0
en_1229,en,1,1,1,1,1,1,0,1
en_1828,en,0,1,0,1,1,1,1,1
en_1633,en,0,0,0,1,0,0,0,1
en_992,en,0,0,0,1,0,0,0,0
en_311,en,0,1,1,1,1,1,1,1
en_185,en,0,1,1,1,1,1,1,1
en_349,en,0,0,0,0,1,0,0,0
en_1665,en,0,1,1,1,1,1,1,1
en_616,en,0,0,0,1,0,0,0,0
en_255,en,0,0,0,0,1,1,0,0
en_519,en,1,0,0,1,1,0,0,0
en_144,en,0,0,0,1,0,0,0,0
en_215,en,0,0,0,1,0,0,0,0
en_1490,en,0,0,0,0,0,0,0,0
en_379,en,0,0,0,1,0,0,0,0
en_862,en,0,0,0,0,0,0,0,0
en_1776,en,0,0,1,1,1,0,0,0
en_1514,en,0,0,0,1,1,0,0,0
en_235,en,0,0,0,1,1,1,1,0
en_1438,en,0,0,0,1,0,0,0,0
en_551,en,0,0,0,0,0,0,0,0
en_602,en,0,0,0,1,0,0,0,0
en_1667,en,0,0,0,1,0,0,0,0
en_1787,en,0,0,0,0,0,0,0,0
en_333,en,0,0,1,1,0,0,0,0
en_1821,en,0,0,0,1,0,0,0,0
en_521,en,0,0,0,1,0,1,0,0
en_973,en,0,0,0,1,0,0,0,0
en_1661,en,0,0,0,0,0,0,0,0
en_1772,en,0,0,0,1,0,0,0,0
en_893,en,0,0,1,1,0,1,0,1
en_659,en,0,0,1,1,1,1,0,0
en_540,en,0,0,0,0,0,0,1,0
en_1364,en,0,0,0,1,0,0,0,1
en_168,en,0,0,0,0,0,0,0,0
en_1886,en,0,0,0,1,0,0,0,0
en_1629,en,0,0,0,0,0,0,0,0
en_1228,en,0,0,0,1,0,0,0,0
en_1877,en,0,0,0,1,0,0,0,0
en_1287,en,0,0,0,1,0,0,0,0
en_265,en,0,0,0,0,0,0,0,0
en_1019,en,0,0,0,0,0,0,0,0
en_1725,en,0,0,0,1,0,0,0,0
en_814,en,0,0,0,0,0,0,0,0
en_1185,en,0,0,0,0,0,0,0,0
en_195,en,0,0,0,0,0,0,0,0
en_971,en,0,0,0,1,0,0,0,0
en_1460,en,0,0,0,1,0,0,0,1
en_1373,en,0,0,0,0,0,0,0,0
en_427,en,1,1,1,1,0,1,1,1
en_874,en,0,0,0,0,0,0,0,0
en_829,en,0,0,0,1,0,0,0,0
en_294,en,0,0,0,0,0,0,0,0
en_1763,en,0,0,0,1,0,0,0,0
en_347,en,0,0,0,0,0,0,0,0
en_1090,en,0,1,0,1,0,0,0,0
en_765,en,0,0,0,1,0,0,0,0
en_1701,en,0,0,0,0,0,0,0,0
en_1293,en,0,0,0,0,0,0,0,0
en_1360,en,0,0,0,1,0,0,0,0
en_889,en,0,1,0,1,0,1,0,0
en_703,en,0,0,0,0,0,0,0,0
en_1489,en,0,0,0,1,0,0,0,0
en_646,en,0,0,0,0,0,0,0,0
en_890,en,1,0,0,0,0,0,0,0
en_752,en,1,1,1,1,1,1,1,1
en_937,en,0,0,0,0,0,0,0,0
en_1475,en,0,0,0,0,0,0,0,0
en_808,en,0,0,0,0,0,0,0,0
en_546,en,0,1,1,1,1,1,1,1
en_250,en,0,0,0,1,0,0,0,0
en_1632,en,0,0,0,0,0,0,0,0
en_603,en,0,0,0,0,0,0,0,0
en_1244,en,0,0,0,0,0,0,0,0
en_1217,en,0,0,0,0,0,0,0,0
en_1308,en,0,0,0,0,0,0,0,0
en_1486,en,0,1,0,1,1,1,0,1
en_450,en,0,0,1,1,0,1,0,0
en_743,en,0,0,0,1,1,1,0,1
en_208,en,0,0,1,0,0,0,0,0
en_1331,en,0,0,0,0,0,0,0,0
en_1810,en,0,1,1,0,0,0,0,1
es_1850,es,0,1,1,1,1,1,1,1
es_773,es,0,0,0,1,0,0,0,0
es_1899,es,0,1,1,1,1,1,1,1
es_685,es,0,0,1,1,0,0,0,0
es_1717,es,0,1,1,1,1,1,1,1
es_1196,es,1,1,1,1,1,1,1,1
es_1499,es,0,1,1,1,1,1,1,1
es_1149,es,0,1,1,1,1,1,1,1
es_621,es,0,1,1,1,1,1,1,1
es_147,es,0,1,1,1,1,0,0,0
es_1803,es,0,1,1,1,1,1,1,1
es_1192,es,0,0,0,1,0,0,0,0
es_643,es,0,1,1,1,1,1,1,1
es_1755,es,0,1,1,1,1,1,1,1
es_1625,es,0,0,1,1,0,0,0,0
es_1164,es,0,1,1,1,1,0,1,1
es_1381,es,0,1,1,1,1,1,1,1
es_1628,es,0,0,0,1,0,1,0,0
es_1884,es,1,1,1,1,1,1,1,1
es_1817,es,1,0,1,1,0,0,1,0
es_239,es,1,1,0,1,1,1,1,1
es_1653,es,0,0,1,1,0,1,1,0
es_1324,es,0,0,1,1,1,1,1,1
es_599,es,0,1,1,1,1,1,1,1
es_549,es,0,1,1,1,1,1,1,1
es_787,es,0,0,1,1,1,1,1,0
es_789,es,0,1,0,1,1,1,0,0
es_279,es,0,1,1,1,1,1,1,1
es_1697,es,0,0,0,1,0,1,0,0
es_2063,es,0,1,1,1,1,1,1,1
es_1144,es,0,1,1,1,1,1,1,1
es_175,es,0,0,0,0,0,0,0,0
es_426,es,0,1,1,1,1,1,1,1
es_1733,es,0,0,1,1,1,0,1,1
es_258,es,0,0,1,1,1,0,0,0
es_778,es,0,0,1,1,1,1,0,0
es_940,es,0,0,0,1,0,0,0,0
es_760,es,0,0,1,1,1,0,0,0
es_439,es,1,1,1,1,1,1,1,1
es_1313,es,0,1,1,1,1,1,1,1
es_1190,es,0,1,1,1,1,1,1,1
es_1380,es,0,1,1,1,1,1,1,1
es_1390,es,0,1,1,1,1,0,0,1
es_1396,es,0,0,0,1,1,1,0,1
es_1798,es,0,1,1,1,1,1,1,1
es_754,es,0,1,1,1,1,1,1,1
es_742,es,1,1,1,1,1,1,1,1
es_1892,es,0,1,0,1,0,0,0,0
es_540,es,0,0,0,1,1,0,0,0
es_320,es,1,1,1,1,1,0,1,1
es_1191,es,0,1,1,1,1,1,1,1
es_1564,es,1,0,0,1,0,0,0,0
es_776,es,1,1,1,1,1,1,1,1
es_1532,es,0,0,1,1,0,0,0,0
es_511,es,0,1,1,1,1,1,1,1
es_1562,es,0,0,0,1,0,0,0,0
es_1769,es,0,0,1,1,0,0,0,1
es_999,es,0,1,1,1,1,1,1,1
es_1508,es,0,0,1,1,1,1,1,0
es_1838,es,1,1,1,1,1,1,1,1
es_833,es,0,0,0,1,0,0,0,0
es_827,es,0,0,1,1,1,0,0,1
es_531,es,0,1,1,1,1,1,1,1
es_477,es,0,0,1,1,1,1,1,1
es_160,es,0,0,0,1,1,0,0,0
es_417,es,0,1,1,1,1,1,1,1
es_1573,es,0,0,1,1,1,1,1,0
es_2020,es,0,1,1,1,1,1,1,1
es_781,es,1,1,0,1,1,1,0,1
es_1534,es,0,1,1,1,1,1,0,1
es_764,es,0,1,1,1,1,1,1,1
es_1618,es,0,1,1,1,1,1,1,1
es_1117,es,1,1,1,1,1,1,1,1
es_705,es,0,0,1,1,1,1,1,0
es_158,es,0,1,1,1,1,1,1,1
es_481,es,1,1,1,1,1,1,1,1
es_817,es,0,0,0,1,0,0,0,0
es_347,es,1,1,1,1,1,1,1,1
es_429,es,0,1,1,1,1,1,1,1
es_2064,es,1,1,1,1,1,1,1,1
es_1127,es,0,0,1,1,0,0,0,0
es_1853,es,1,1,1,1,1,1,1,1
es_221,es,0,0,1,1,1,0,0,1
es_1821,es,0,1,1,1,1,1,1,1
es_579,es,0,1,1,1,1,1,1,1
es_1696,es,0,1,1,1,1,1,1,1
es_2080,es,0,0,1,1,0,0,0,0
es_741,es,0,1,1,1,1,1,0,1
es_2071,es,0,0,1,1,1,0,0,1
es_907,es,0,1,1,1,1,1,1,1
es_700,es,0,0,0,1,0,0,0,0
es_1674,es,0,0,1,1,0,0,1,1
es_1858,es,1,1,1,1,1,1,1,1
es_345,es,1,1,1,1,1,1,1,1
es_1551,es,0,0,1,1,0,0,0,0
es_1131,es,0,1,1,1,0,1,1,1
es_501,es,0,0,1,1,0,0,1,1
es_1844,es,1,1,1,1,1,0,1,1
es_1602,es,0,1,1,1,1,1,1,1
es_1450,es,0,1,1,1,1,1,0,1
es_442,es,1,1,1,1,1,1,1,1
es_367,es,1,1,1,1,1,1,1,1
es_244,es,0,0,0,1,1,0,0,0
es_602,es,0,1,1,1,1,1,1,1
es_1472,es,0,1,1,1,1,1,1,1
es_1715,es,0,1,1,1,1,1,1,1
es_1874,es,0,1,1,1,1,1,1,1
es_1434,es,0,0,1,1,0,0,0,1
es_749,es,0,0,0,1,0,0,0,0
es_1705,es,0,1,1,1,1,1,1,1
es_1109,es,0,1,1,1,1,1,1,1
es_432,es,0,1,1,1,1,1,0,1
es_1416,es,0,1,1,1,1,1,0,1
es_1599,es,0,0,0,1,0,0,0,0
es_240,es,0,1,1,1,0,0,1,1
es_143,es,0,0,0,1,0,0,0,0
es_1169,es,0,1,1,1,1,1,1,1
es_1177,es,1,1,1,1,1,0,1,1
es_1452,es,0,1,1,1,1,0,1,1
es_1367,es,0,1,1,1,1,1,1,1
es_454,es,1,0,1,1,1,0,0,1
es_322,es,1,1,1,1,1,1,1,1
es_1529,es,0,1,1,1,1,1,1,1
es_552,es,0,0,1,1,1,1,1,1
es_1692,es,1,1,1,1,1,1,1,1
es_1616,es,1,0,1,1,0,1,1,1
es_926,es,0,0,0,1,1,1,0,1
es_144,es,0,0,0,1,0,0,0,0
es_1563,es,0,0,0,1,0,0,0,0
es_210,es,0,0,1,1,1,1,0,1
es_861,es,0,1,1,1,1,1,1,1
es_951,es,0,1,1,1,1,1,1,1
es_927,es,0,1,1,1,1,0,0,1
es_139,es,0,1,1,1,1,1,1,1
es_302,es,0,1,1,1,1,1,1,1
es_156,es,0,0,1,1,1,0,0,0
es_1565,es,0,1,1,1,1,1,1,1
es_1682,es,0,0,1,1,1,0,1,1
es_932,es,0,1,1,1,1,1,0,1
es_721,es,0,1,1,1,1,1,1,1
es_1787,es,0,1,1,1,1,1,1,1
es_1610,es,0,0,1,1,1,0,1,1
es_1303,es,0,1,1,1,1,1,1,1
es_1837,es,1,1,1,1,1,1,1,1
es_967,es,0,1,1,1,1,1,0,1
es_398,es,0,0,1,1,0,0,0,0
es_252,es,0,0,0,1,1,0,1,1
es_1548,es,0,0,1,1,1,0,0,0
es_799,es,0,1,0,1,0,0,0,1
es_106,es,0,0,1,1,0,0,1,0
es_1446,es,0,0,1,1,1,1,1,1
es_174,es,0,0,0,1,0,0,0,1
es_1437,es,0,0,0,1,0,0,1,0
es_1778,es,0,1,1,1,1,1,1,1
es_1470,es,0,1,1,1,1,1,1,1
es_1721,es,0,1,1,1,1,1,1,1
es_819,es,0,0,0,1,0,0,0,0
es_1130,es,0,0,0,1,1,0,0,0
es_1509,es,0,1,1,1,1,1,1,1
es_1681,es,0,1,1,1,1,1,1,1
es_1415,es,0,1,1,1,1,1,1,1
es_1574,es,0,1,1,1,1,0,0,0
es_1373,es,0,0,0,1,1,1,1,0
es_543,es,0,0,0,1,0,0,0,0
es_206,es,0,0,0,1,1,1,0,1
es_687,es,0,0,1,1,1,0,0,1
es_1842,es,0,1,1,1,1,1,1,1
es_1357,es,0,0,1,1,1,0,0,1
es_1475,es,0,0,0,1,1,1,0,1
es_849,es,0,0,1,1,1,1,1,1
es_496,es,1,1,1,1,1,0,1,1
es_1550,es,0,0,1,1,0,0,0,0
es_312,es,0,0,1,1,0,0,0,0
es_1727,es,0,1,1,1,1,1,1,1
es_2078,es,0,1,0,1,0,1,1,0
es_150,es,0,1,1,1,1,1,1,1
es_706,es,0,1,1,1,1,1,1,1
es_966,es,0,0,0,1,0,0,0,0
es_1828,es,0,1,1,1,1,1,1,1
es_1433,es,0,0,0,1,0,1,0,0
es_1312,es,1,1,1,1,1,1,1,1
es_1166,es,0,1,1,1,1,1,1,1
es_1322,es,0,1,1,1,1,1,1,1
es_1637,es,0,1,1,1,1,1,1,1
es_624,es,1,1,1,1,1,1,1,1
es_1718,es,0,1,1,1,1,1,1,1
es_1761,es,0,1,1,1,1,1,1,1
es_1162,es,0,1,1,1,1,1,1,1
es_708,es,0,1,1,1,1,1,1,1
es_917,es,0,0,1,1,1,1,1,1
es_1839,es,0,0,0,1,0,0,0,1
es_1879,es,0,1,1,1,1,1,1,1
es_603,es,0,1,1,1,1,1,1,1
es_103,es,0,0,1,1,1,1,0,1
es_1181,es,0,1,1,1,1,1,1,1
es_585,es,0,1,1,1,1,1,1,1
es_1830,es,0,1,1,1,1,1,1,1
es_1106,es,0,1,1,1,1,1,1,1
